node,new_score
anon_S2607E,508
anon_S1549E,650
anon_S1532E,618
anon_S5522E,630
anon_S1779E,600
anon_S1667E,588
anon_S1256E,623
anon_S5310E,567
anon_S1723E,647
anon_S289E,555
anon_S3653E,574
anon_S2408E,624
anon_S4888E,530
anon_S2070E,594
anon_S6081E,579
anon_S127E,588
anon_S2706E,660
anon_S5463E,636
anon_S2270E,564
anon_S5395E,498
anon_S3301E,666
anon_S5277E,569
anon_S5941E,547
anon_S270E,593
anon_S736E,569
anon_S3424E,636
anon_S5843E,637
anon_S670E,390
anon_S973E,713
anon_S228E,614
anon_S3009E,627
anon_S4690E,569
anon_S470E,601
anon_S3511E,617
anon_S3991E,588
anon_S4576E,422
anon_S3132E,630
anon_S6017E,625
anon_S5948E,534
anon_S6084E,578
anon_S3580E,657
anon_S1885E,655
anon_S4719E,524
anon_S1981E,666
anon_S2213E,543
anon_S4726E,624
anon_S3718E,657
anon_S5644E,551
anon_S4169E,555
anon_S4904E,544
anon_S4292E,612
anon_S5110E,557
anon_S5084E,620
anon_S3375E,655
anon_S3723E,666
anon_S5771E,570
anon_S4831E,571
anon_S3884E,640
anon_S1833E,571
anon_S5552E,556
anon_S1151E,586
anon_S5140E,672
anon_S2726E,638
anon_S1551E,620
anon_S2195E,611
anon_S4986E,594
anon_S2660E,663
anon_S2298E,597
anon_S5687E,537
anon_S5217E,576
anon_S5538E,679
anon_S5783E,554
anon_S2920E,638
anon_S2137E,668
anon_S5612E,554
anon_S1917E,666
anon_S1320E,598
anon_S291E,614
anon_S3112E,615
anon_S2447E,610
anon_S1635E,680
anon_S2792E,650
anon_S6099E,531
anon_S4352E,580
anon_S2093E,623
anon_S5292E,527
anon_S3169E,548
anon_S1700E,601
anon_S2974E,548
anon_S5897E,569
anon_S775E,670
anon_S366E,574
anon_S5136E,618
anon_S282E,610
anon_S5959E,545
anon_S498E,593
anon_S3743E,624
anon_S634E,656
anon_S3257E,543
anon_S2883E,591
anon_S5962E,613
anon_S6110E,542
anon_S1000E,553
anon_S4600E,552
anon_S3416E,562
anon_S809E,597
anon_S693E,644
anon_S2089E,550
anon_S836E,605
anon_S4186E,502
anon_S1937E,653
anon_S2614E,641
anon_S4364E,574
anon_S3263E,662
anon_S4206E,565
anon_S4701E,554
anon_S1999E,656
anon_S5750E,579
anon_S4268E,661
anon_S4108E,638
anon_S3849E,650
anon_S4676E,547
anon_S5408E,573
anon_S1508E,654
anon_S4035E,602
anon_S1387E,609
anon_S4810E,533
anon_S4068E,655
anon_S1657E,645
anon_S5161E,551
anon_S80E,601
anon_S5361E,520
anon_S1762E,658
anon_S1810E,652
anon_S1205E,545
anon_S2776E,640
anon_S1301E,630
anon_S2526E,638
anon_S1570E,572
anon_S203E,611
anon_S2641E,612
anon_S5991E,716
anon_S5797E,598
anon_S2826E,579
anon_S1454E,572
anon_S3171E,653
anon_S4413E,645
anon_S3044E,623
anon_S39E,496
anon_S2519E,636
anon_S5661E,497
anon_S4348E,580
anon_S765E,628
anon_S3352E,595
anon_S2232E,544
anon_S2309E,618
anon_S5912E,462
anon_S4756E,539
anon_S3087E,544
anon_S3865E,627
anon_S3760E,666
anon_S3151E,662
anon_S4744E,517
anon_S3952E,581
anon_S4124E,625
anon_S4621E,513
anon_S3183E,644
anon_S1357E,314
anon_S4011E,662
anon_S3012E,544
anon_S1874E,583
anon_S611E,568
anon_S1127E,650
anon_S432E,683
anon_S2434E,645
anon_S2152E,593
anon_S5580E,631
anon_S2672E,620
anon_S4223E,659
anon_S4096E,570
anon_S4218E,556
anon_S1754E,601
anon_S1365E,544
anon_S2400E,556
anon_S4176E,536
anon_S6089E,525
anon_S1438E,620
anon_S62E,532
anon_S2325E,565
anon_S5432E,573
anon_S1516E,596
anon_S5932E,570
anon_S5179E,555
anon_S5514E,558
anon_S749E,529
anon_S5949E,554
anon_S278E,568
anon_S2931E,581
anon_S2212E,667
anon_S5549E,574
anon_S2337E,594
anon_S1224E,579
anon_S355E,627
anon_S5342E,560
anon_S2164E,580
anon_S2633E,587
anon_S525E,496
anon_S6046E,545
anon_S3482E,649
anon_S412E,619
anon_S846E,622
anon_S6028E,520
anon_S1298E,528
anon_S2501E,653
anon_S2019E,663
anon_S4449E,667
anon_S1575E,592
anon_S2375E,603
anon_S2843E,652
anon_S2022E,569
anon_S2476E,653
anon_S3150E,650
anon_S4314E,615
anon_S3710E,604
anon_S2945E,664
anon_S3208E,558
anon_S619E,753
anon_S3859E,664
anon_S1989E,581
anon_S4653E,649
anon_S4243E,658
anon_S1184E,587
anon_S3541E,629
anon_S4584E,541
anon_S622E,574
anon_S3781E,676
anon_S4639E,588
anon_S1716E,626
anon_S4482E,623
anon_S2946E,564
anon_S870E,701
anon_S947E,700
anon_S3197E,651
anon_S5530E,561
anon_S1133E,627
anon_S1946E,608
anon_S2540E,657
anon_S1785E,636
anon_S1602E,577
anon_S1928E,591
anon_S1273E,661
anon_S5322E,567
anon_S1017E,655
anon_S4119E,603
anon_S1477E,643
anon_S5721E,600
anon_S2042E,588
anon_S1419E,518
anon_S142E,577
anon_S5250E,572
anon_S6091E,571
anon_S2556E,549
anon_S1582E,638
anon_S1085E,618
anon_S2421E,543
anon_S4861E,580
anon_S337E,597
anon_S2319E,657
anon_S5263E,538
anon_S3286E,645
anon_S713E,573
anon_S5951E,592
anon_S242E,560
anon_S728E,601
anon_S642E,503
anon_S327E,554
anon_S199E,607
anon_S4793E,565
anon_S519E,561
anon_S967E,674
anon_S3525E,589
anon_S2625E,645
anon_S6118E,565
anon_S6058E,627
anon_S3380E,547
anon_S2560E,663
anon_S2140E,597
anon_S4564E,534
anon_S6063E,709
anon_S4539E,590
anon_S3057E,638
anon_S2860E,664
anon_S3592E,603
anon_S5866E,560
anon_S4709E,503
anon_S1991E,658
anon_S5632E,569
anon_S3314E,581
anon_S4155E,600
anon_S4972E,490
anon_S3923E,597
anon_S5758E,562
anon_S3814E,549
anon_S5005E,596
anon_S4060E,543
anon_S1827E,588
anon_S4818E,584
anon_S5477E,574
anon_S1525E,648
anon_S5234E,662
anon_S1818E,645
anon_S1678E,661
anon_S1336E,433
anon_S5604E,563
anon_S1963E,670
anon_S1578E,599
anon_S6003E,622
anon_S2453E,567
anon_S1309E,602
anon_S1294E,597
anon_S2354E,661
anon_S2784E,650
anon_S1920E,627
anon_S2439E,542
anon_S1712E,671
anon_S2263E,597
anon_S5382E,547
anon_S5108E,534
anon_S267E,567
anon_S2682E,653
anon_S5155E,574
anon_S5970E,524
anon_S6102E,569
anon_S4683E,618
anon_S463E,584
anon_S6077E,583
anon_S3433E,636
anon_S5854E,626
anon_S4681E,618
anon_S4556E,569
anon_S3121E,631
anon_S1903E,586
anon_S5588E,605
anon_S3986E,686
anon_S3217E,618
anon_S663E,592
anon_S5628E,583
anon_S3825E,661
anon_S4968E,574
anon_S5093E,495
anon_S5762E,567
anon_S4615E,558
anon_S1430E,649
anon_S4145E,605
anon_S4648E,578
anon_S1037E,661
anon_S1393E,634
anon_S4822E,547
anon_S2593E,549
anon_S4281E,615
anon_S3900E,466
anon_S5541E,594
anon_S2383E,668
anon_S2739E,664
anon_S92E,593
anon_S1643E,658
anon_S741E,669
anon_S5371E,551
anon_S3070E,668
anon_S1774E,583
anon_S1802E,668
anon_S2764E,543
anon_S388E,588
anon_S1311E,541
anon_S1542E,605
anon_S1977E,666
anon_S2651E,662
anon_S2287E,665
anon_S1446E,580
anon_S2834E,623
anon_S583E,593
anon_S3105E,645
anon_S6020E,547
anon_S10E,561
anon_S3032E,562
anon_S1707E,644
anon_S897E,708
anon_S5815E,576
anon_S2240E,582
anon_S1064E,658
anon_S4323E,615
anon_S2080E,650
anon_S487E,596
anon_S5219E,560
anon_S3851E,664
anon_S3772E,619
anon_S3576E,566
anon_S3964E,598
anon_S4631E,503
anon_S978E,576
anon_S4515E,536
anon_S3549E,563
anon_S680E,626
anon_S3004E,551
anon_S4025E,595
anon_S4420E,627
anon_S440E,636
anon_S878E,564
anon_S1915E,585
anon_S1855E,655
anon_S1737E,534
anon_S1346E,516
anon_S4716E,530
anon_S1861E,668
anon_S4892E,525
anon_S3213E,645
anon_S1411E,574
anon_S4164E,589
anon_S47E,561
anon_S2587E,631
anon_S5074E,631
anon_S5729E,554
anon_S2311E,572
anon_S3114E,671
anon_S4869E,579
anon_S4934E,556
anon_S2483E,640
anon_S2224E,578
anon_S5559E,597
anon_S1494E,663
anon_S345E,396
anon_S5877E,545
anon_S5350E,446
anon_S5190E,579
anon_S191E,596
anon_S232E,609
anon_S2756E,657
anon_S6050E,543
anon_S5982E,597
anon_S3028E,480
anon_S2293E,540
anon_S1247E,639
anon_S424E,634
anon_S854E,581
anon_S3388E,624
anon_S511E,563
anon_S4531E,625
anon_S2415E,671
anon_S2868E,644
anon_S4459E,595
anon_S2365E,596
anon_S2448E,640
anon_S2030E,590
anon_S114E,451
anon_S3693E,610
anon_S3162E,631
anon_S4404E,658
anon_S73E,609
anon_S5901E,595
anon_S4306E,638
anon_S2979E,653
anon_S493E,659
anon_S3341E,609
anon_S4776E,611
anon_S4133E,600
anon_S3872E,555
anon_S3791E,653
anon_S908E,618
anon_S5050E,514
anon_S4490E,612
anon_S806E,578
anon_S565E,562
anon_S933E,408
anon_S3551E,495
anon_S5502E,499
anon_S1795E,614
anon_S5969E,533
anon_S1670E,620
anon_S2123E,640
anon_S5307E,621
anon_S1463E,665
anon_S4081E,673
anon_S4999E,562
anon_S5731E,618
anon_S1409E,620
anon_S53E,560
anon_S2544E,663
anon_S5284E,578
anon_S2702E,657
anon_S1594E,663
anon_S2332E,557
anon_S5403E,493
anon_S1191E,491
anon_S2431E,620
anon_S4871E,616
anon_S323E,566
anon_S2715E,659
anon_S1370E,660
anon_S5978E,533
anon_S707E,536
anon_S2900E,657
anon_S5925E,584
anon_S254E,573
anon_S1530E,660
anon_S2620E,620
anon_S5206E,548
anon_S953E,707
anon_S6124E,528
anon_S5333E,551
anon_S2516E,644
anon_S2985E,662
anon_S3129E,644
anon_S5175E,592
anon_S532E,536
anon_S3506E,624
anon_S3491E,658
anon_S866E,645
anon_S3674E,587
anon_S4465E,549
anon_S4392E,667
anon_S2053E,558
anon_S1892E,660
anon_S3224E,639
anon_S5620E,535
anon_S4640E,498
anon_S4960E,583
anon_S3362E,553
anon_S4272E,661
anon_S3937E,603
anon_S3359E,663
anon_S3802E,624
anon_S5715E,569
anon_S4855E,551
anon_S653E,576
anon_S3908E,657
anon_S3407E,588
anon_S4076E,630
anon_S3897E,656
anon_S5031E,563
anon_S4289E,618
anon_S0E,522
anon_S1692E,627
anon_S3530E,589
anon_S1535E,588
anon_S5694E,570
anon_S2604E,684
anon_S2731E,663
anon_S5454E,579
anon_S1051E,569
anon_S380E,320
anon_S5313E,614
anon_S2659E,657
anon_S2106E,630
anon_S1282E,585
anon_S2342E,647
anon_S2073E,607
anon_S18E,563
anon_S1724E,583
anon_S2277E,609
anon_S5390E,479
anon_S2328E,654
anon_S6082E,578
anon_S2088E,604
anon_S273E,593
anon_S2248E,598
anon_S2690E,576
anon_S5942E,619
anon_S2705E,658
anon_S5274E,574
anon_S1973E,610
anon_S477E,635
anon_S825E,572
anon_S528E,560
anon_S970E,729
anon_S673E,481
anon_S3427E,579
anon_S2814E,615
anon_S4548E,568
anon_S5519E,549
anon_S3489E,613
anon_S448E,576
anon_S6012E,501
anon_S5596E,573
anon_S1888E,667
anon_S4573E,632
anon_S4725E,519
anon_S5643E,582
anon_S969E,604
anon_S5087E,563
anon_S4661E,565
anon_S4007E,603
anon_S5241E,627
anon_S1982E,533
anon_S5029E,524
anon_S1023E,660
anon_S4903E,537
anon_S4291E,664
anon_S5747E,634
anon_S5551E,562
anon_S2729E,652
anon_S5145E,527
anon_S5012E,626
anon_S5218E,565
anon_S5198E,553
anon_S1567E,650
anon_S5780E,577
anon_S2192E,594
anon_S1216E,587
anon_S2665E,664
anon_S1632E,618
anon_S3115E,631
anon_S22E,561
anon_S1609E,654
anon_S1278E,588
anon_S2535E,635
anon_S1378E,602
anon_S5297E,566
anon_S149E,587
anon_S2323E,544
anon_S2440E,613
anon_S1425E,587
anon_S789E,545
anon_S338E,617
anon_S5909E,501
anon_S2252E,658
anon_S5894E,637
anon_S2096E,623
anon_S172E,596
anon_S3631E,651
anon_S3254E,637
anon_S3744E,653
anon_S5848E,543
anon_S776E,590
anon_S2971E,576
anon_S365E,580
anon_S4605E,505
anon_S4798E,556
anon_S900E,535
anon_S638E,536
anon_S3094E,658
anon_S2745E,620
anon_S835E,571
anon_S4498E,552
anon_S1078E,523
anon_S5850E,605
anon_S3559E,630
anon_S893E,746
anon_S696E,705
anon_S1003E,629
anon_S6115E,542
anon_S4436E,549
anon_S5491E,591
anon_S452E,622
anon_S991E,672
anon_S1845E,646
anon_S4185E,455
anon_S4991E,569
anon_S4203E,601
anon_S4704E,633
anon_S1932E,664
anon_S5062E,575
anon_S5739E,627
anon_S5666E,567
anon_S3819E,623
anon_S2813E,574
anon_S5344E,576
anon_S3971E,618
anon_S4879E,473
anon_S4926E,663
anon_S4107E,543
anon_S1199E,578
anon_S1384E,608
anon_S1505E,655
anon_S4030E,514
anon_S2628E,620
anon_S1815E,593
anon_S1208E,667
anon_S5362E,557
anon_S2188E,660
anon_S5476E,575
anon_S2205E,584
anon_S5570E,571
anon_S85E,567
anon_S1650E,602
anon_S2390E,624
anon_S2748E,659
anon_S181E,596
anon_S3396E,668
anon_S204E,611
anon_S5994E,629
anon_S5239E,610
anon_S2177E,723
anon_S1233E,496
anon_S2525E,612
anon_S1306E,598
anon_S3043E,616
anon_S3499E,666
anon_S4521E,584
anon_S2461E,650
anon_S888E,586
anon_S2359E,576
anon_S3147E,558
anon_S2002E,581
anon_S405E,589
anon_S102E,609
anon_S5839E,590
anon_S4416E,549
anon_S590E,563
anon_S5911E,561
anon_S3612E,605
anon_S4330E,622
anon_S2742E,637
anon_S3629E,594
anon_S2304E,577
anon_S2879E,544
anon_S3351E,667
anon_S2952E,586
anon_S2231E,579
anon_S4597E,616
anon_S5039E,535
anon_S4127E,572
anon_S4753E,516
anon_S602E,571
anon_S3456E,661
anon_S5042E,580
anon_S3860E,574
anon_S504E,560
anon_S3180E,631
anon_S3538E,589
anon_S559E,496
anon_S3438E,662
anon_S431E,621
anon_S3306E,608
anon_S1662E,581
anon_S5527E,581
anon_S1879E,611
anon_S4091E,612
anon_S1757E,657
anon_S1366E,374
anon_S4383E,449
anon_S2157E,570
anon_S5585E,563
anon_S1619E,665
anon_S67E,568
anon_S5098E,498
anon_S5398E,470
anon_S1092E,494
anon_S159E,596
anon_S2405E,653
anon_S2598E,551
anon_S5466E,589
anon_S3970E,659
anon_S733E,410
anon_S2932E,612
anon_S5935E,598
anon_S2320E,614
anon_S1515E,644
anon_S2698E,550
anon_S3291E,612
anon_S2206E,579
anon_S5183E,543
anon_S2636E,615
anon_S5513E,726
anon_S4697E,562
anon_S352E,553
anon_S5347E,567
anon_S1227E,399
anon_S2504E,653
anon_S3139E,649
anon_S4540E,569
anon_S3514E,650
anon_S520E,560
anon_S2844E,625
anon_S3662E,627
anon_S4021E,588
anon_S843E,612
anon_S2027E,558
anon_S1880E,645
anon_S3370E,617
anon_S4656E,563
anon_S4244E,543
anon_S3448E,650
anon_S5774E,566
anon_S3717E,662
anon_S4311E,633
anon_S627E,657
anon_S3473E,613
anon_S5100E,532
anon_S3883E,559
anon_S3782E,655
anon_S4669E,586
anon_S4299E,615
anon_S2067E,651
anon_S4487E,546
anon_S4059E,656
anon_S4834E,541
anon_S942E,640
anon_S3546E,617
anon_S1189E,610
anon_S5682E,568
anon_S1782E,565
anon_S5210E,574
anon_S2616E,651
anon_S5533E,500
anon_S2721E,645
anon_S5446E,512
anon_S4945E,585
anon_S1834E,666
anon_S4196E,598
anon_S5327E,543
anon_S1943E,620
anon_S1554E,652
anon_S1470E,582
anon_S1601E,584
anon_S5788E,565
anon_S5617E,593
anon_S2130E,615
anon_S4957E,550
anon_S2553E,544
anon_S2047E,672
anon_S36E,561
